AREA;SOTTOAREA;STATO;QUARTIERE;ZONA;CENTRO_STORICO;SETTORE;BOTTEGA_STORICA;LATITUDINE;LONGITUDINE;DATA_INIZIO_ATTIVITA;DATA_CESSAZIONE_ATTIVITA;TIPOLOGIA_ESERCIZIO;ESERCIZIO_VIA;CIVICO;AREA STATISTICA;ATTIVITA_PREVALENTE_ESERCIZIO;ATTIVITA_SECONDARIA_ESERCIZIO;INSERITO_IN_CENTRO_COMMERCALE;geopoint
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Bolognina;;;;44.51781769;11.35564594;2021-10-20;;Appartamento Ammobiliato Per Uso Turistico;VIA FERRARESE;102/3 Int. 12;VIA FERRARESE;;;;44.51781769, 11.35564594
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.50430783;11.34113782;2007-01-10;2009-10-27;Bed & Breakfast;VIA GIOVANNI AMENDOLA;11 Int. 6;MARCONI-2;;BED AND BREAKFAST;;44.50430783, 11.34113782
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Navile;Bolognina;;;;44.52157569;11.34983479;2023-02-23;2023-07-07;Case E Appartamenti Per Vacanze;VIA FRANCESCO PRIMATICCIO;15 Int. 3;VIA FERRARESE;;;;44.52157569, 11.34983479
Attività ricettive;Altre tipologie ricettive;Cessato;Borgo Panigale - Reno;S. Viola;;;;44.51003982;11.30314057;2018-02-19;2019-09-30;Appartamento Ammobiliato Per Uso Turistico;VIA GIORGIONE;11;AGUCCHI;;;;44.51003982, 11.30314057
Attività ricettive;Strutture ricettive alberghiere;Cessato;Savena;Mazzini;;;;44.4891321;11.3820137;2017-01-01;2023-07-03;Albergo;VIALE FELSINA;49;FOSSOLO;;ALBERGHI E PENSIONI;;44.4891321, 11.3820137
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Bolognina;;;;44.51491604;11.35061889;2011-01-11;2012-11-07;Bed & Breakfast;VIA GIORGIO VASARI;14 Int. 4;VIA FERRARESE;;;;44.51491604, 11.35061889
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.50104766;11.33250929;2016-09-21;2017-03-03;Appartamento Ammobiliato Per Uso Turistico;VIA GIORGIO ERCOLANI;8;MARCONI-2;;;;44.50104766, 11.33250929
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;S. Vitale;;;;44.49399398;11.36377778;2018-12-18;2020-06-24;Appartamento Ammobiliato Per Uso Turistico;VIA GIANNI PALMIERI;13;CIRENAICA;;;;44.49399398, 11.36377778
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49505551;11.34423806;2023-02-28;2023-06-09;Case E Appartamenti Per Vacanze;VIA CADUTI DI CEFALONIA;5 Int. 8/5;IRNERIO-1;;;;44.49505551, 11.34423806
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Colli;;;;44.48022903;11.350644;2019-01-07;;Appartamento Ammobiliato Per Uso Turistico;VIA GIACOMO TOMMASINI;5 Int. 5;SAN MICHELE IN BOSCO;;;;44.48022903, 11.350644
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Navile;Bolognina;;;;44.50771126;11.34604573;2001-12-18;2015-07-22;Affittacamere;VIA GIACOMO MATTEOTTI;8 Int. 2;PIAZZA DELL'UNITA';;AFFITTACAMERE;;44.50771126, 11.34604573
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49884012;11.34491747;2023-06-16;;Case E Appartamenti Per Vacanze;VIA AUGUSTO RIGHI;9;IRNERIO-1;;;;44.49884012, 11.34491747
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Navile;Bolognina;;;;44.50771126;11.34604573;2015-07-23;2017-01-31;Affittacamere;VIA GIACOMO MATTEOTTI;8 Int. 1;PIAZZA DELL'UNITA';;AFFITTACAMERE;;44.50771126, 11.34604573
Attività ricettive;Attività extra-alberghiere;Cessato;Navile;Bolognina;;;;44.52098959;11.34942796;2010-07-04;2010-09-01;Case E Appartamenti Per Vacanze;VIA JACOPO DI PAOLO;15 Int. 1;VIA FERRARESE;;;;44.52098959, 11.34942796
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Bolognina;;;;44.51029688;11.34686564;2022-07-12;;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA GIACOMO MATTEOTTI;34 Int. 13;PIAZZA DELL'UNITA';;;;44.51029688, 11.34686564
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Costa Saragozza;;;;44.49135178;11.32436172;2019-05-01;;Appartamento Ammobiliato Per Uso Turistico;VIA GIACOMO ANTONIO PERTI;6 Int. 6;SAN GIUSEPPE;;;;44.49135178, 11.32436172
Attività ricettive;Altre tipologie ricettive;Attivo;San Donato - San Vitale;S. Vitale;;;;44.49415361;11.35844232;2023-07-05;;Appartamento Ammobiliato Per Uso Turistico;VIA GIUSEPPE MASSARENTI;14 Int. 6;CIRENAICA;;;;44.49415361, 11.35844232
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;San Donato;;;;44.50387521;11.37181144;2015-04-23;2015-05-25;Appartamento Ammobiliato Per Uso Turistico;VIA GHERARDO GHERARDI;7 Int. 3;MICHELINO;;;;44.50387521, 11.37181144
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;San Donato;;;;44.50442874;11.3712155;2009-09-03;2019-07-02;Bed & Breakfast;VIA GHERARDO GHERARDI;1 Int. 6;MICHELINO;;;;44.50442874, 11.3712155
Attività ricettive;Strutture ricettive extralberghiere;Cessato;San Donato - San Vitale;San Donato;;;;44.50532237;11.35887718;2019-03-06;2023-05-23;Case E Appartamenti Per Vacanze;VIA GIOVANNI ANTONIO SACCO;2;VIA DEL LAVORO;;;;44.50532237, 11.35887718
Attività ricettive;Attività extra-alberghiere;Cessato;Santo Stefano;Galvani;(centro storico);;;44.48939984;11.34316217;2007-11-19;2009-07-16;Affittacamere;VIA GARIBALDI;7;GALVANI-2;;AFFITTACAMERE;;44.48939984, 11.34316217
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.50199107;11.34364547;2021-12-31;;Case E Appartamenti Per Vacanze;VIA GALLIERA;62 Int. 11/A;MARCONI-2;;;;44.50199107, 11.34364547
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Galvani;(centro storico);;;44.48926036;11.3472056;2023-05-23;;Case E Appartamenti Per Vacanze;VIA CASTIGLIONE;35;GALVANI-2;;;;44.48926036, 11.3472056
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.500682;11.3432914;2018-03-17;;Affittacamere;VIA GALLIERA;61 Int. 3;MARCONI-2;;;;44.500682, 11.3432914
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.5004459;11.3432122;2018-04-20;2021-12-31;Camera E Colazione Room & Breakfast;VIA GALLIERA;55 Int. 13;MARCONI-2;;;;44.5004459, 11.3432122
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Galvani;(centro storico);;;44.48865482;11.34921045;2020-02-02;2023-03-22;Appartamento Ammobiliato Per Uso Turistico;VIA RIALTO;19;GALVANI-2;;;;44.48865482, 11.34921045
Attività ricettive;Strutture ricettive alberghiere;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.50340625;11.33784103;1995-09-06;;Albergo;VIA FRATELLI ROSSELLI;14;MARCONI-2;;DIPENDENZA O DEPENDENCE, ALBERGHI E PENSIONI, APPARECCHI TELEVISIVI;;44.50340625, 11.33784103
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.49225177;11.33195182;2020-01-22;;Case E Appartamenti Per Vacanze;VIA FRASSINAGO;47 Int. 7;MALPIGHI-2;;;;44.49225177, 11.33195182
Attività ricettive;Altre tipologie ricettive;Attivo;Savena;S. Ruffillo;;;;44.45471669;11.3687817;2023-06-01;;Appartamento Ammobiliato Per Uso Turistico;VIA DEL POZZO;5 Int. 3;VIA TOSCANA;;;;44.45471669, 11.3687817
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.49225177;11.33195182;2019-12-24;;Case E Appartamenti Per Vacanze;VIA FRASSINAGO;47 Int. 2;MALPIGHI-2;;;;44.49225177, 11.33195182
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Borgo Panigale - Reno;S. Viola;;;;44.50611875;11.30554398;2017-02-01;2021-02-03;Case E Appartamenti Per Vacanze;VIA EMILIA PONENTE;74 Int. 22;EMILIA PONENTE;;;;44.50611875, 11.30554398
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.4951266;11.34370757;2022-08-22;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA FOSSALTA;4;IRNERIO-1;;;;44.4951266, 11.34370757
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Borgo Panigale - Reno;Borgo Panigale;;;;44.51450871;11.28479152;2016-03-08;2022-10-29;Case E Appartamenti Per Vacanze;VIA EMILIA PONENTE;467;TRIUMVIRATO-PIETRA;;;;44.51450871, 11.28479152
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Galvani;(centro storico);;;44.48868607;11.34136785;2022-03-08;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA DELLE TOVAGLIE;9;GALVANI-2;;;;44.48868607, 11.34136785
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49527602;11.34285266;2022-08-30;2023-06-08;Case E Appartamenti Per Vacanze;VIA DELL'INDIPENDENZA;5;IRNERIO-1;;;;44.49527602, 11.34285266
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49833485;11.3468889;2017-01-16;2020-09-07;Case E Appartamenti Per Vacanze;VIA DELLE MOLINE;20;IRNERIO-1;;;;44.49833485, 11.3468889
Attività ricettive;Altre tipologie ricettive;Attivo;Borgo Panigale - Reno;S. Viola;;;;44.50469667;11.2937486;2023-01-20;;Appartamento Ammobiliato Per Uso Turistico;VIA ARMANDO SPADINI;13 Int. 1;EMILIA PONENTE;;;;44.50469667, 11.2937486
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.49118861;11.33770049;2023-02-25;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA DEL RICCIO;8;MALPIGHI-2;;;;44.49118861, 11.33770049
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Lame;;;;44.53255112;11.31436294;2016-11-13;;Appartamento Ammobiliato Per Uso Turistico;VIA FRANCESCO ZANARDI;408;LA NOCE;;;;44.53255112, 11.31436294
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Costa Saragozza;;;;44.49374536;11.32772884;2022-09-01;2022-09-12;Appartamento Ammobiliato Per Uso Turistico;VIA FRANCESCO RONCATI;1 Int. 1;SAN GIUSEPPE;;;;44.49374536, 11.32772884
Attività ricettive;Strutture ricettive alberghiere;Attivo;Santo Stefano;Irnerio;;;;44.50451073;11.34727823;2022-12-01;;Albergo;VIALE ANGELO MASINI;4/3;IRNERIO-2;;ALBERGHI E PENSIONI;;44.50451073, 11.34727823
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Malpighi;(centro storico);;;44.49483096;11.33966719;2013-11-28;2017-04-12;Appartamenti Ammobiliati Ad Uso Turistico;VIA FRANCESCO RISMONDO;2 Int. 10;MALPIGHI-1;;;;44.49483096, 11.33966719
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;San Donato;;;;44.50465746;11.37358886;2018-05-21;2020-06-03;Appartamento Ammobiliato Per Uso Turistico;VIA FRANCESCO BARTOLI;6;MICHELINO;;;;44.50465746, 11.37358886
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Bolognina;;;;44.51647146;11.34668427;2016-06-14;2019-03-31;Appartamento Ammobiliato Per Uso Turistico;VIA FRANCESCO BARBIERI;6;ARCOVEGGIO;;;;44.51647146, 11.34668427
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Corticella;;;;44.53038686;11.3535646;2019-10-07;2019-12-20;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA FORLI';3 Int. 1;CROCE COPERTA;;;;44.53038686, 11.3535646
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Costa Saragozza;;;;44.49036349;11.32097468;2018-10-26;;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA FILIPPO TURATI;125/2;XXI APRILE;;;;44.49036349, 11.32097468
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Bolognina;;;;44.51262374;11.35692144;2018-08-27;;Appartamento Ammobiliato Per Uso Turistico;VIA FERRUCCIO PARRI;35;VIA FERRARESE;;;;44.51262374, 11.35692144
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;San Donato;;;;44.5053792;11.36600896;2019-03-01;2020-01-15;Appartamento Ammobiliato Per Uso Turistico;VIA FERRUCCIO GARAVAGLIA;4;VIA DEL LAVORO;;;;44.5053792, 11.36600896
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;S. Vitale;;;;44.49757958;11.41433311;2018-03-01;2018-04-23;Appartamento Ammobiliato Per Uso Turistico;VIA ENRICO MATTEI;92;ROVERI;;;;44.49757958, 11.41433311
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Murri;;;;44.47598225;11.36803724;2023-03-03;;Affittacamere;VIA BENIAMINO GIGLI;3 Int. 4;CHIESANUOVA;;;;44.47598225, 11.36803724
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;San Donato;;;;44.50692698;11.37335836;2018-04-12;2019-03-25;Appartamento Ammobiliato Per Uso Turistico;VIA ENRICO FERRI;9 Int. 12;MICHELINO;;;;44.50692698, 11.37335836
Attività ricettive;Altre tipologie ricettive;Cessato;Borgo Panigale - Reno;S. Viola;;;;44.5085504;11.29490004;2008-10-02;2013-02-22;Appartamenti Ammobiliati Ad Uso Turistico;VIA EMILIA PONENTE;216;EMILIA PONENTE;;;;44.5085504, 11.29490004
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.5010479;11.35006447;2023-03-02;2023-04-14;Affittacamere;VIA DEL BORGO DI SAN PIETRO;89 Int. 6;IRNERIO-2;;;;44.5010479, 11.35006447
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.5002211;11.33531769;2020-02-19;2020-11-18;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA DELLE LAME;75;MARCONI-2;;;;44.5002211, 11.33531769
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49733722;11.33668514;2016-05-25;;Case E Appartamenti Per Vacanze;VIA DELLE LAME;29 Int. 9;MARCONI-2;;;;44.49733722, 11.33668514
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Savena;Mazzini;;;;44.47965979;11.38557612;2023-03-28;;Affittacamere;VIA EMILIA LEVANTE;158/2;BITONE;;;;44.47965979, 11.38557612
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49724724;11.3364545;2020-02-01;;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA DELLE LAME;22 Int. 3;MARCONI-2;;;;44.49724724, 11.3364545
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Saffi;;;;44.50138584;11.32565219;2018-11-25;2020-07-31;Appartamento Ammobiliato Per Uso Turistico;VIA DELLA GHISILIERA;19;ZANARDI;;;;44.50138584, 11.32565219
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;;;;;;;2017-04-10;2021-03-01;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA FRANCESCO FLORA;8/A;;;;;
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Saffi;;;;44.50092732;11.32588173;2019-08-02;2021-02-15;Case E Appartamenti Per Vacanze;VIA DELLA GHISILIERA;14/3 Int. 3;ZANARDI;;;;44.50092732, 11.32588173
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Corticella;;;;44.53112144;11.36698733;2019-03-07;2019-07-11;Appartamento Ammobiliato Per Uso Turistico;VIA FERRARESE;162;MULINO DEL GOMITO;;;;44.53112144, 11.36698733
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;;;;;;;2013-03-01;2020-03-09;Struttura Agrituristica;VIA DI ROVERETOLO;11;;;;;
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Bolognina;;;;44.51477699;11.35381059;2018-07-01;;Appartamento Ammobiliato Per Uso Turistico;VIA FERRARESE;159 Int. 23;VIA FERRARESE;;;;44.51477699, 11.35381059
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49910431;11.34536256;2019-11-04;2020-12-18;Case E Appartamenti Per Vacanze;VIA FEDERICO VENTURINI;2 Int. 2;IRNERIO-2;;;;44.49910431, 11.34536256
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Malpighi;(centro storico);;;44.49012305;11.33415996;2021-11-15;2023-03-22;Case E Appartamenti Per Vacanze;VIA SARAGOZZA;39 Int. 4;MALPIGHI-2;;;;44.49012305, 11.33415996
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;S. Vitale;;;;44.49736121;11.35766107;2012-11-13;2014-11-28;Bed & Breakfast;VIA FAUSTINO MALAGUTI;1/6;CIRENAICA;;;;44.49736121, 11.35766107
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Galvani;(centro storico);;;44.49130231;11.34809172;2015-07-23;;Case E Appartamenti Per Vacanze;VIA FARINI;35 Int.  1-24;GALVANI-2;;;;44.49130231, 11.34809172
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Galvani;(centro storico);;;44.49130231;11.34809172;2015-01-14;2015-07-23;Appartamento Ammobiliato Per Uso Turistico;VIA FARINI;35 Int. 1;GALVANI-2;;;;44.49130231, 11.34809172
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.4953167;11.34407117;2019-12-10;2020-11-10;Appartamento Ammobiliato Per Uso Turistico;VIA ALTABELLA;11 Int. 23;IRNERIO-1;;;;44.4953167, 11.34407117
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Galvani;(centro storico);;;44.49130231;11.34809172;2015-09-18;2016-11-13;Appartamento Ammobiliato Per Uso Turistico;VIA FARINI;35 Int. 3;GALVANI-2;;;;44.49130231, 11.34809172
Attività ricettive;Altre tipologie ricettive;Attivo;San Donato - San Vitale;S. Vitale;;;;44.49240076;11.37225045;2019-06-07;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA EUSTACHIO MANFREDI;6;MENGOLI;;;;44.49240076, 11.37225045
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;San Donato;;;;44.5084336;11.38958597;2010-05-04;2023-05-02;Appartamenti Ammobiliati Ad Uso Turistico;VIA DEL PILASTRO;26;PILASTRO;;;;44.5084336, 11.38958597
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;San Donato;;;;44.50418959;11.36446045;2009-10-09;2016-06-23;Bed & Breakfast;VIA ERMETE ZACCONI;4/a;VIA DEL LAVORO;;;;44.50418959, 11.36446045
Attività ricettive;Strutture ricettive extralberghiere;Cessato;San Donato - San Vitale;San Donato;;;;44.50418959;11.36446045;2016-06-23;2018-02-06;Camera E Colazione Room & Breakfast;VIA ERMETE ZACCONI;4/A;VIA DEL LAVORO;;;;44.50418959, 11.36446045
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;San Donato;;;;44.5031776;11.36462415;2018-04-09;2020-10-06;Appartamento Ammobiliato Per Uso Turistico;VIA ERMANNO GALEOTTI;6 Int. 4;VIA MONDO;;;;44.5031776, 11.36462415
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Galvani;(centro storico);;;44.48677887;11.34082956;2018-09-05;2020-12-29;Case E Appartamenti Per Vacanze;VICOLO DEL FALCONE;3;GALVANI-2;;;;44.48677887, 11.34082956
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;San Donato;;;;44.5031776;11.36462415;2018-04-09;2020-10-06;Appartamento Ammobiliato Per Uso Turistico;VIA ERMANNO GALEOTTI;6;VIA MONDO;;;;44.5031776, 11.36462415
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Savena;Mazzini;;;;44.48178854;11.37881853;2017-01-16;2020-09-07;Case E Appartamenti Per Vacanze;VIA EMILIA LEVANTE;43 Int. 12;PONTEVECCHIO;;;;44.48178854, 11.37881853
Attività ricettive;Altre tipologie ricettive;Attivo;Savena;Mazzini;;;;44.48197283;11.37811402;2017-04-01;;Appartamento Ammobiliato Per Uso Turistico;VIA EMILIA LEVANTE;37;PONTEVECCHIO;;;;44.48197283, 11.37811402
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49808941;11.34459552;2020-12-22;;Case E Appartamenti Per Vacanze;VICOLO CATTANI;4 Int. 1;IRNERIO-1;;;;44.49808941, 11.34459552
Attività ricettive;Altre tipologie ricettive;Attivo;Savena;Mazzini;;;;44.48197283;11.37811402;2019-01-01;;Appartamento Ammobiliato Per Uso Turistico;VIA EMILIA LEVANTE;37 Int. 10;PONTEVECCHIO;;;;44.48197283, 11.37811402
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Murri;;;;44.48308967;11.3749078;2016-11-18;2020-11-17;Appartamento Ammobiliato Per Uso Turistico;VIA EMILIA LEVANTE;13;DAGNINI;;;;44.48308967, 11.3749078
Attività ricettive;Altre tipologie ricettive;Attivo;San Donato - San Vitale;San Donato;;;;44.50701951;11.3704018;2018-02-08;;Appartamento Ammobiliato Per Uso Turistico;VIA EDOARDO FERRAVILLA;8;MICHELINO;;;;44.50701951, 11.3704018
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.50546127;11.34021532;2021-01-30;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIALE PIETRO PIETRAMELLARA;33 Int. 16;MARCONI-2;;;;44.50546127, 11.34021532
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;San Donato;;;;44.50758161;11.37024362;2013-11-04;2015-02-12;Appartamenti Ammobiliati Ad Uso Turistico;VIA EDOARDO FERRAVILLA;21 Int. 15;MICHELINO;;;;44.50758161, 11.37024362
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.50546127;11.34021532;2012-07-05;2013-12-12;Bed & Breakfast;VIALE PIETRO PIETRAMELLARA;33 Int. 28/2;MARCONI-2;;;;44.50546127, 11.34021532
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;San Donato;;;;44.50668039;11.37104987;2017-01-10;2019-06-09;Appartamento Ammobiliato Per Uso Turistico;VIA EDOARDO FERRAVILLA;11 Int. 14;MICHELINO;;;;44.50668039, 11.37104987
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Galvani;(centro storico);;;44.48513793;11.35691017;2019-06-16;2021-09-22;Case E Appartamenti Per Vacanze;VIALE GIOSUE' CARDUCCI;21 Int. 4/3;GALVANI-2;;;;44.48513793, 11.35691017
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Costa Saragozza;;;;44.49358809;11.32030544;2019-07-16;2020-12-29;Case E Appartamenti Per Vacanze;VIA EDOARDO BRIZIO;28;XXI APRILE;;;;44.49358809, 11.32030544
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49236725;11.35682917;2020-07-09;;Case E Appartamenti Per Vacanze;VIALE GIAN BATTISTA ERCOLANI;5/2 Int. 2;IRNERIO-2;;;;44.49236725, 11.35682917
Attività ricettive;Strutture ricettive alberghiere;Cessato;Santo Stefano;Galvani;(centro storico);;;44.49358383;11.34511817;2018-12-21;2018-12-31;Albergo;VIA DRAPPERIE;5;GALVANI-1;;ALBERGHI E PENSIONI;;44.49358383, 11.34511817
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Colli;;;;44.48677636;11.33793254;2019-03-29;2022-06-22;Case E Appartamenti Per Vacanze;VIALE ANTONIO ALDINI;28 Int. 21;OSSERVANZA;;;;44.48677636, 11.33793254
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Saffi;;;;44.49987601;11.32694216;2013-08-29;;Appartamento Ammobiliato Per Uso Turistico;VIA DELLO SCALO;3;ZANARDI;;;;44.49987601, 11.32694216
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;;;;44.50313986;11.35253271;2017-03-21;;Appartamento Ammobiliato Per Uso Turistico;VIALE ANGELO MASINI;50 Int. 7;IRNERIO-2;;;;44.50313986, 11.35253271
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Murri;;;;44.47415637;11.37073357;2018-03-10;2018-11-08;Appartamento Ammobiliato Per Uso Turistico;VIA DELLE FRAGOLE;15/2 Int. 4;CHIESANUOVA;;;;44.47415637, 11.37073357
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Colli;;;;44.47997629;11.34707396;2019-02-01;;Camera E Colazione Room & Breakfast;VIA VITTORIO PUTTI;22 Int. 2;SAN MICHELE IN BOSCO;;;;44.47997629, 11.34707396
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Corticella;;;;44.54696538;11.35398631;2017-09-19;2020-10-15;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA DELLE FONTI;76/2 Int. 6;SAN SAVINO;;;;44.54696538, 11.35398631
Attività ricettive;Strutture ricettive extralberghiere;Cessato;San Donato - San Vitale;San Donato;;;;44.52377527;11.40032851;2009-03-16;2017-10-12;Ostello;VIA VIADAGOLA;14;CADRIANO-CALAMOSCO;;OSTELLO, SOMMINISTRAZIONI RISERVATE AI SOLI ALLOGGIATI DELLE VARIE STRUTTURE RICETTIVE;;44.52377527, 11.40032851
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49775602;11.35008707;2020-02-01;;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA DELLE BELLE ARTI;16 Int. 2;IRNERIO-2;;;;44.49775602, 11.35008707
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;S. Vitale;;;;44.4919117;11.37258642;2013-10-07;2022-02-07;Bed & Breakfast;VIA VERMIGLIA;3 Int. 2;MENGOLI;;;;44.4919117, 11.37258642
