AREA;SOTTOAREA;STATO;QUARTIERE;ZONA;CENTRO_STORICO;SETTORE;BOTTEGA_STORICA;LATITUDINE;LONGITUDINE;DATA_INIZIO_ATTIVITA;DATA_CESSAZIONE_ATTIVITA;TIPOLOGIA_ESERCIZIO;ESERCIZIO_VIA;CIVICO;AREA STATISTICA;ATTIVITA_PREVALENTE_ESERCIZIO;ATTIVITA_SECONDARIA_ESERCIZIO;INSERITO_IN_CENTRO_COMMERCALE;geopoint
Attività ricettive;Altre tipologie ricettive;Attivo;San Donato - San Vitale;San Donato;;;;44.50461753;11.37292052;2023-11-28;;Appartamento Ammobiliato Per Uso Turistico;VIA ISABELLA ANDREINI;10 Int. 1;MICHELINO;;;;44.50461753, 11.37292052
Attività ricettive;Altre tipologie ricettive;Attivo;San Donato - San Vitale;S. Vitale;;;;44.49089567;11.36665808;2023-12-01;;Appartamento Ammobiliato Per Uso Turistico;VIA CARLO ALBERTO PIZZARDI;14/2 Int. 3;MENGOLI;;;;44.49089567, 11.36665808
Attività ricettive;Altre tipologie ricettive;Attivo;San Donato - San Vitale;S. Vitale;;;;44.49045033;11.36623319;2023-11-23;;Appartamento Ammobiliato Per Uso Turistico;VIA PELAGIO PALAGI;19 Int. 2;MENGOLI;;;;44.49045033, 11.36623319
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Navile;Bolognina;;;;44.50949185;11.35370597;2022-11-05;2023-11-20;Case E Appartamenti Per Vacanze;VIA DONATO CRETI;55/4;PIAZZA DELL'UNITA';;;;44.50949185, 11.35370597
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Galvani;(centro storico);;;44.49379149;11.34440834;2023-06-11;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VICOLO RANOCCHI;6 Int. 1;GALVANI-1;;;;44.49379149, 11.34440834
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49569522;11.34720308;2023-07-14;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA DEL CARRO;7;IRNERIO-1;;;;44.49569522, 11.34720308
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Borgo Panigale - Reno;S. Viola;;;;44.50622914;11.30514824;2023-10-13;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA DELLA FERRIERA;4;EMILIA PONENTE;;;;44.50622914, 11.30514824
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49866599;11.35073126;2023-03-10;;Appartamento Ammobiliato Per Uso Turistico;VIA CENTOTRECENTO;14;IRNERIO-2;;;;44.49866599, 11.35073126
Attività ricettive;Altre tipologie ricettive;Cessato;Borgo Panigale - Reno;Borgo Panigale;;;;44.52273463;11.29234407;2023-06-22;2023-10-11;Appartamento Ammobiliato Per Uso Turistico;VIA DE LA BIRRA;33;LA BIRRA;;;;44.52273463, 11.29234407
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.49831687;11.3295561;2023-11-01;;Appartamento Ammobiliato Per Uso Turistico;VIA SAN FELICE;98 Sc. B Int. 29;MALPIGHI-2;;;;44.49831687, 11.3295561
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.50163505;11.35290508;2016-11-30;;Case E Appartamenti Per Vacanze;PIAZZA DI PORTA MASCARELLA;7 Int. 192;IRNERIO-2;;;;44.50163505, 11.35290508
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Galvani;(centro storico);;;44.48692944;11.34210816;2023-02-14;;Affittacamere;VIA MIRAMONTE;11;GALVANI-2;;;;44.48692944, 11.34210816
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Saffi;;;;44.50112763;11.32403068;2023-05-12;;Appartamento Ammobiliato Per Uso Turistico;VIA DELLA SECCHIA;5 Int. 14;ZANARDI;;;;44.50112763, 11.32403068
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.500744;11.34069406;2022-12-30;;Case E Appartamenti Per Vacanze;VIA SAN CARLO;50;MARCONI-2;;;;44.500744, 11.34069406
Attività ricettive;Altre tipologie ricettive;Attivo;Savena;Mazzini;;;;44.47438235;11.38273642;2023-09-25;;Appartamento Ammobiliato Per Uso Turistico;VIA CALABRIA;44 Int. 1;BITONE;;;;44.47438235, 11.38273642
Attività ricettive;Strutture ricettive extralberghiere;Cessato;San Donato - San Vitale;S. Vitale;;;;44.49742522;11.39781836;2019-06-08;2023-02-15;Case E Appartamenti Per Vacanze;VIA DEL CARROZZAIO;15;ROVERI;;;;44.49742522, 11.39781836
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Costa Saragozza;;;;44.4906251;11.32923455;2023-05-03;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIALE CARLO PEPOLI;2;SAN GIUSEPPE;;;;44.4906251, 11.32923455
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Bolognina;;;;44.5106178;11.34234641;2023-06-13;2023-08-12;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA FRANCESCO ALBANI;19 Int. 2;PIAZZA DELL'UNITA';;;;44.5106178, 11.34234641
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Bolognina;;;;44.51302408;11.35772709;2022-12-21;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA STALINGRADO;40 Int. 11;VIA FERRARESE;;;;44.51302408, 11.35772709
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49871922;11.34798958;2022-10-24;2023-07-19;Appartamento Ammobiliato Per Uso Turistico;VIA DEL BORGO DI SAN PIETRO;12;IRNERIO-2;;;;44.49871922, 11.34798958
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;;;;44.50380979;11.35094343;2022-03-01;2023-07-14;Appartamento Ammobiliato Per Uso Turistico;VIALE ANGELO MASINI;28;IRNERIO-2;;;;44.50380979, 11.35094343
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Bolognina;;;;44.50987569;11.35262636;2023-07-24;;Appartamento Ammobiliato Per Uso Turistico;VIA DONATO CRETI;53/2;PIAZZA DELL'UNITA';;;;44.50987569, 11.35262636
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.50097882;11.34476389;2017-11-29;2023-07-13;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA IRNERIO;3 Int. 1;IRNERIO-2;;;;44.50097882, 11.34476389
Attività ricettive;Strutture ricettive extralberghiere;Cessato;San Donato - San Vitale;S. Vitale;;;;44.49415361;11.35844232;2015-04-29;2016-07-28;Case E Appartamenti Per Vacanze;VIA GIUSEPPE MASSARENTI;14 Int. 9;CIRENAICA;;;;44.49415361, 11.35844232
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49491341;11.34302742;2015-04-29;2023-06-01;Appartamento Ammobiliato Per Uso Turistico;VIA RIZZOLI;4 Int. 29/B;IRNERIO-1;;;;44.49491341, 11.34302742
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;San Donato;;;;44.50645709;11.37772206;2022-04-27;2023-06-06;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA KHARKOV;11 Int. 1;SAN DONNINO;;;;44.50645709, 11.37772206
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.4956453;11.34729979;2016-02-26;2023-05-26;Appartamento Ammobiliato Per Uso Turistico;VIA DEL CARRO;5;IRNERIO-1;;;;44.4956453, 11.34729979
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Galvani;(centro storico);;;44.4890476;11.35428055;2019-09-19;2023-03-09;Appartamento Ammobiliato Per Uso Turistico;VIA S.PETRONIO VECCHIO;55;GALVANI-2;;;;44.4890476, 11.35428055
Attività ricettive;Altre tipologie ricettive;Attivo;San Donato - San Vitale;San Donato;;;;44.5084336;11.38958597;2023-05-05;;Appartamento Ammobiliato Per Uso Turistico;VIA DEL PILASTRO;26 Int. 3;PILASTRO;;;;44.5084336, 11.38958597
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Bolognina;;;;44.51278521;11.35691659;2020-05-25;2023-02-01;Appartamento Ammobiliato Per Uso Turistico;VIA FERRUCCIO PARRI;33;VIA FERRARESE;;;;44.51278521, 11.35691659
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Bolognina;;;;44.51114477;11.35154547;2023-02-15;;Appartamento Ammobiliato Per Uso Turistico;VIA VITTORIO BIGARI;25 Int. 1;PIAZZA DELL'UNITA';;;;44.51114477, 11.35154547
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Borgo Panigale - Reno;Borgo Panigale;;;;44.51952608;11.29777937;2023-05-03;;Case E Appartamenti Per Vacanze;VIA GIUNIO BRUTO;13 Sc. piano 1;LA BIRRA;;;;44.51952608, 11.29777937
Attività ricettive;Altre tipologie ricettive;Diniegato;Porto - Saragozza;Malpighi;(centro storico);;;44.4915599;11.33697406;2018-06-21;;Appartamento Ammobiliato Per Uso Turistico;VICOLO STRADELLACCIO;3;MALPIGHI-2;;;;44.4915599, 11.33697406
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Malpighi;(centro storico);;;44.49145265;11.33742694;2017-12-01;2020-09-18;Appartamento Ammobiliato Per Uso Turistico;VICOLO STRADELLACCIO;1;MALPIGHI-2;;;;44.49145265, 11.33742694
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Malpighi;(centro storico);;;44.49180248;11.33554514;2018-06-16;2018-12-10;Appartamento Ammobiliato Per Uso Turistico;VICOLO DELLA NEVE;6;MALPIGHI-2;;;;44.49180248, 11.33554514
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Galvani;(centro storico);;;44.49238189;11.34220569;2017-09-15;;Appartamento Ammobiliato Per Uso Turistico;VICOLO COLOMBINA;5 Int. 2;GALVANI-1;;;;44.49238189, 11.34220569
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49808941;11.34459552;2020-12-22;;Case E Appartamenti Per Vacanze;VICOLO CATTANI;4 Int. 2;IRNERIO-1;;;;44.49808941, 11.34459552
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;San Donato;;;;44.50616735;11.37934837;2020-02-01;2020-06-13;Appartamento Ammobiliato Per Uso Turistico;VIALE ZAGABRIA;5 Int. 37;SAN DONNINO;;;;44.50616735, 11.37934837
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Bolognina;;;;44.51003578;11.34715608;2023-01-03;;Appartamento Ammobiliato Per Uso Turistico;VIA GIACOMO MATTEOTTI;35 Int. 1;PIAZZA DELL'UNITA';;;;44.51003578, 11.34715608
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.50293897;11.33717161;2019-03-04;;Appartamento Ammobiliato Per Uso Turistico;VIA DON GIOVANNI MINZONI;13;MARCONI-2;;;;44.50293897, 11.33717161
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.50293897;11.33717161;2008-01-09;2020-12-31;Case E Appartamenti Per Vacanze;VIA DON GIOVANNI MINZONI;13;MARCONI-2;;CASE VACANZE;;44.50293897, 11.33717161
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Bolognina;;;;44.50914521;11.34587232;2022-06-14;;Appartamento Ammobiliato Per Uso Turistico;VIA DOMENICO ZAMPIERI;3/2 Int. 5;PIAZZA DELL'UNITA';;;;44.50914521, 11.34587232
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Costa Saragozza;;;;44.49475874;11.3168292;2022-02-01;;Appartamento Ammobiliato Per Uso Turistico;VIA DOMENICO BIANCHINI;8;XXI APRILE;;;;44.49475874, 11.3168292
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Navile;Bolognina;;;;44.51583897;11.34659177;2005-10-25;2022-10-20;Case E Appartamenti Per Vacanze;VIA DIONISIO CALVART;12;ARCOVEGGIO;;CASE VACANZE;;44.51583897, 11.34659177
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.49856;11.34347004;2017-10-01;2020-09-29;Appartamento Ammobiliato Per Uso Turistico;VIA DELL'INDIPENDENZA;36;MARCONI-1;;;;44.49856, 11.34347004
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49817138;11.34332819;2019-05-16;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA DELL'INDIPENDENZA;30 Int. 25/2;MARCONI-1;;;;44.49817138, 11.34332819
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.4978481;11.34325083;2020-02-21;;Case E Appartamenti Per Vacanze;VIA DELL'INDIPENDENZA;24 Int. 4;MARCONI-1;;;;44.4978481, 11.34325083
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Bolognina;;;;44.52072161;11.34306867;2014-12-22;;Appartamento Ammobiliato Per Uso Turistico;VIA DELL'ARCOVEGGIO;44;ARCOVEGGIO;;;;44.52072161, 11.34306867
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Borgo Panigale - Reno;Borgo Panigale;;;;44.51212889;11.29144362;2018-05-22;2020-12-28;Case E Appartamenti Per Vacanze;VIA DEL TRIUMVIRATO;1/9;TRIUMVIRATO-PIETRA;;;;44.51212889, 11.29144362
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.49551115;11.32987262;2021-07-05;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA DEL PRATELLO;89/2;MALPIGHI-2;;;;44.49551115, 11.32987262
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Malpighi;(centro storico);;;44.49548211;11.32899655;2017-11-01;2018-02-14;Appartamento Ammobiliato Per Uso Turistico;VIA DEL PRATELLO;103;MALPIGHI-2;;;;44.49548211, 11.32899655
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.50188024;11.3386139;2022-03-14;;Appartamento Ammobiliato Per Uso Turistico;VIA DEL PORTO;11;MARCONI-2;;;;44.50188024, 11.3386139
Attività ricettive;Altre tipologie ricettive;Attivo;San Donato - San Vitale;S. Vitale;;;;44.49230951;11.37907039;2016-09-27;;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA DEL PARCO;25;GUELFA;;;;44.49230951, 11.37907039
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.50067288;11.34932524;2017-09-21;2021-02-26;Case E Appartamenti Per Vacanze;VIA DEL BORGO DI S.PIETRO;74 Int. 4/2;IRNERIO-2;;;;44.50067288, 11.34932524
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49892872;11.34816016;2018-10-18;2020-02-14;Case E Appartamenti Per Vacanze;VIA DEL BORGO DI S.PIETRO;18 Int. 6;IRNERIO-2;;;;44.49892872, 11.34816016
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.4961003;11.34674274;2019-11-25;;non definita;VIA DELL'INFERNO;24 Int. 2;IRNERIO-1;;;;44.4961003, 11.34674274
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49527602;11.34285266;2020-04-08;2021-03-24;Case E Appartamenti Per Vacanze;VIA DELL'INDIPENDENZA;5;IRNERIO-1;;;;44.49527602, 11.34285266
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Galvani;(centro storico);;;44.4891418;11.34254087;2017-06-10;2020-10-16;Appartamento Ammobiliato Per Uso Turistico;VIA DE' MATTUIANI;6;GALVANI-2;;;;44.4891418, 11.34254087
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Galvani;(centro storico);;;44.48704478;11.35002142;2020-12-28;;Appartamento Ammobiliato Per Uso Turistico;VIA DE' COLTELLI;21;GALVANI-2;;;;44.48704478, 11.35002142
Attività ricettive;Attività extra-alberghiere;Cessato;Navile;Bolognina;;;;44.51035003;11.33585053;2007-05-04;2012-05-11;Affittacamere;VIA DE' CARRACCI;71 Int. 4;EX MERCATO ORTOFRUTTICOLO;;AFFITTACAMERE;;44.51035003, 11.33585053
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Navile;Bolognina;;;;44.51108207;11.33530724;2018-12-27;2022-06-13;Ostello;VIA DE' CARRACCI;69/14;EX MERCATO ORTOFRUTTICOLO;;;;44.51108207, 11.33530724
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Malpighi;(centro storico);;;44.48738543;11.33952308;2018-08-01;2018-08-27;Appartamento Ammobiliato Per Uso Turistico;VIA D'AZEGLIO;63 Int. 12;MALPIGHI-2;;;;44.48738543, 11.33952308
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Galvani;(centro storico);;;44.48859006;11.34027278;2020-12-29;;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA D'AZEGLIO;60 Int. 7;GALVANI-2;;;;44.48859006, 11.34027278
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.49340561;11.34217677;2017-12-04;;Appartamento Ammobiliato Per Uso Turistico;VIA D'AZEGLIO;1;MALPIGHI-1;;;;44.49340561, 11.34217677
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;S. Vitale;;;;44.49134136;11.37299101;2011-01-27;2014-12-04;Appartamenti Ammobiliati Ad Uso Turistico;VIA CROCIALI;24 Int. 3;MENGOLI;;;;44.49134136, 11.37299101
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Malpighi;(centro storico);;;44.49086255;11.33837978;2019-07-12;2020-08-26;Affittacamere;VIA COLLEGIO DI SPAGNA;13 Int. 5;MALPIGHI-2;;;;44.49086255, 11.33837978
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Malpighi;(centro storico);;;44.49086255;11.33837978;2017-06-19;2019-09-05;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA COLLEGIO DI SPAGNA;13;MALPIGHI-2;;;;44.49086255, 11.33837978
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Murri;;;;44.48860625;11.36346413;2017-06-13;2018-07-13;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA CLEMENTE PRIMODI';14/3;MEZZOFANTI;;;;44.48860625, 11.36346413
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49398035;11.34796471;2019-10-01;2021-07-01;Appartamento Ammobiliato Per Uso Turistico;VIA CASTEL TIALTO;1;IRNERIO-1;;;;44.49398035, 11.34796471
Attività ricettive;Strutture ricettive extralberghiere;Attivo;San Donato - San Vitale;S. Vitale;;;;44.49032703;11.36709951;2020-02-05;;Case E Appartamenti Per Vacanze;VIA CARLO ALBERTO PIZZARDI;19 Int. 13;MENGOLI;;;;44.49032703, 11.36709951
Attività ricettive;Altre tipologie ricettive;Attivo;San Donato - San Vitale;S. Vitale;;;;44.49010666;11.36668685;2018-01-16;;Appartamento Ammobiliato Per Uso Turistico;VIA CARLO ALBERTO PIZZARDI;15/4;MENGOLI;;;;44.49010666, 11.36668685
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.496309;11.34461196;2017-03-01;;Appartamento Ammobiliato Per Uso Turistico;VIA CARBONARA;3 Int. 2;IRNERIO-1;;;;44.496309, 11.34461196
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49867123;11.34713375;2018-06-01;2019-09-28;Appartamento Ammobiliato Per Uso Turistico;VIA CAPO DI LUCCA;5;IRNERIO-2;;;;44.49867123, 11.34713375
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49870077;11.34702277;2018-03-01;2020-03-02;Appartamento Ammobiliato Per Uso Turistico;VIA CAPO DI LUCCA;4 Int. 1;IRNERIO-2;;;;44.49870077, 11.34702277
Attività ricettive;Altre tipologie ricettive;Attivo;Savena;Mazzini;;;;44.4751784;11.38842001;2020-07-21;;Appartamento Ammobiliato Per Uso Turistico;VIA BELLARIA;55;BITONE;;;;44.4751784, 11.38842001
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49889947;11.34833423;2017-01-10;2019-09-05;Appartamento Ammobiliato Per Uso Turistico;VIA DEL BORGO DI S.PIETRO;11;IRNERIO-2;;;;44.49889947, 11.34833423
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.5010479;11.35006447;2020-01-30;;Affittacamere;VIA DEL BORGO DI SAN PIETRO;89 Int. 3;IRNERIO-2;;;;44.5010479, 11.35006447
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49633327;11.34022661;2022-01-01;;Affittacamere;VIA DEGLI USBERTI;6 Int. 1;MARCONI-1;;;;44.49633327, 11.34022661
Attività ricettive;Strutture ricettive alberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.49626172;11.34017977;2017-01-04;2021-11-16;Albergo;VIA DEGLI USBERTI;4;MARCONI-1;;;;44.49626172, 11.34017977
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.49423065;11.33431475;2020-10-08;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA DE MARCHI;27;MALPIGHI-2;;;;44.49423065, 11.33431475
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;S. Vitale;;;;44.49268823;11.3737769;2016-10-07;2016-10-10;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA AZZURRA;1/3;MENGOLI;;;;44.49268823, 11.3737769
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.50061828;11.33744968;2019-01-10;2019-03-06;Case E Appartamenti Per Vacanze;VIA AZZO GARDINO;30;MARCONI-2;;;;44.50061828, 11.33744968
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.49920515;11.33779593;2017-01-11;2017-05-02;Case E Appartamenti Per Vacanze;VIA AZZO GARDINO;2;MARCONI-2;;;;44.49920515, 11.33779593
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.49924182;11.33800464;2018-03-03;2021-09-29;Appartamento Ammobiliato Per Uso Turistico;VIA AZZO GARDINO;1;MARCONI-2;;;;44.49924182, 11.33800464
